dni,nombre,cuenta,moneda,monto,bic,concepto,cargos
10000228,BENEFICIARIO 00228,001000000228,PEN,176.94,BCPLPEPLXXX,PAGO PROVEEDOR 00228,SHA
10000229,BENEFICIARIO 00229,001000000229,PEN,177.67,BINPPEPLXXX,PAGO PROVEEDOR 00229,OUR
10000230,BENEFICIARIO 00230,001000000230,USD,178.40,SCBLPEPLXXX,PAGO PROVEEDOR 00230,BEN
10000231,BENEFICIARIO 00231,001000000231,PEN,179.13,CITIPEPLXXX,PAGO PROVEEDOR 00231,SHA
10000232,BENEFICIARIO 00232,001000000232,PEN,179.86,BCPLPEPLXXX,PAGO PROVEEDOR 00232,OUR
10000233,BENEFICIARIO 00233,001000000233,PEN,180.59,BINPPEPLXXX,PAGO PROVEEDOR 00233,BEN
10000234,BENEFICIARIO 00234,001000000234,PEN,181.32,SCBLPEPLXXX,PAGO PROVEEDOR 00234,SHA
10000235,BENEFICIARIO 00235,001000000235,USD,182.05,CITIPEPLXXX,PAGO PROVEEDOR 00235,OUR
10000236,BENEFICIARIO 00236,001000000236,PEN,182.78,BCPLPEPLXXX,PAGO PROVEEDOR 00236,BEN
10000237,BENEFICIARIO 00237,001000000237,PEN,183.51,BINPPEPLXXX,PAGO PROVEEDOR 00237,SHA
10000238,BENEFICIARIO 00238,001000000238,PEN,184.24,SCBLPEPLXXX,PAGO PROVEEDOR 00238,OUR
10000239,BENEFICIARIO 00239,001000000239,PEN,184.97,CITIPEPLXXX,PAGO PROVEEDOR 00239,BEN
10000240,BENEFICIARIO 00240,001000000240,USD,185.70,BCPLPEPLXXX,PAGO PROVEEDOR 00240,SHA
10000241,BENEFICIARIO 00241,001000000241,PEN,186.43,BINPPEPLXXX,PAGO PROVEEDOR 00241,OUR
10000242,BENEFICIARIO 00242,001000000242,PEN,187.16,SCBLPEPLXXX,PAGO PROVEEDOR 00242,BEN
10000243,BENEFICIARIO 00243,001000000243,PEN,187.89,CITIPEPLXXX,PAGO PROVEEDOR 00243,SHA
10000244,BENEFICIARIO 00244,001000000244,PEN,188.62,BCPLPEPLXXX,PAGO PROVEEDOR 00244,OUR
10000245,BENEFICIARIO 00245,001000000245,USD,189.35,BINPPEPLXXX,PAGO PROVEEDOR 00245,BEN
10000246,BENEFICIARIO 00246,001000000246,PEN,190.08,SCBLPEPLXXX,PAGO PROVEEDOR 00246,SHA
10000247,BENEFICIARIO 00247,001000000247,PEN,190.81,CITIPEPLXXX,PAGO PROVEEDOR 00247,OUR
10000248,BENEFICIARIO 00248,001000000248,PEN,191.54,BCPLPEPLXXX,PAGO PROVEEDOR 00248,BEN
10000249,BENEFICIARIO 00249,001000000249,PEN,192.27,BINPPEPLXXX,PAGO PROVEEDOR 00249,SHA
10000250,BENEFICIARIO 00250,001000000250,USD,193.00,SCBLPEPLXXX,PAGO PROVEEDOR 00250,OUR
10000251,BENEFICIARIO 00251,001000000251,PEN,193.73,CITIPEPLXXX,PAGO PROVEEDOR 00251,BEN
10000252,BENEFICIARIO 00252,001000000252,PEN,194.46,BCPLPEPLXXX,PAGO PROVEEDOR 00252,SHA
10000253,BENEFICIARIO 00253,001000000253,PEN,195.19,BINPPEPLXXX,PAGO PROVEEDOR 00253,OUR
10000254,BENEFICIARIO 00254,001000000254,PEN,195.92,SCBLPEPLXXX,PAGO PROVEEDOR 00254,BEN
10000255,BENEFICIARIO 00255,001000000255,USD,196.65,CITIPEPLXXX,PAGO PROVEEDOR 00255,SHA
10000256,BENEFICIARIO 00256,001000000256,PEN,197.38,BCPLPEPLXXX,PAGO PROVEEDOR 00256,OUR
10000257,BENEFICIARIO 00257,001000000257,PEN,198.11,BINPPEPLXXX,PAGO PROVEEDOR 00257,BEN
10000258,BENEFICIARIO 00258,001000000258,PEN,198.84,SCBLPEPLXXX,PAGO PROVEEDOR 00258,SHA
10000259,BENEFICIARIO 00259,001000000259,PEN,199.57,CITIPEPLXXX,PAGO PROVEEDOR 00259,OUR
10000260,BENEFICIARIO 00260,001000000260,USD,200.30,BCPLPEPLXXX,PAGO PROVEEDOR 00260,BEN
10000261,BENEFICIARIO 00261,001000000261,PEN,201.03,BINPPEPLXXX,PAGO PROVEEDOR 00261,SHA
10000262,BENEFICIARIO 00262,001000000262,PEN,201.76,SCBLPEPLXXX,PAGO PROVEEDOR 00262,OUR
10000263,BENEFICIARIO 00263,001000000263,PEN,202.49,CITIPEPLXXX,PAGO PROVEEDOR 00263,BEN
10000264,BENEFICIARIO 00264,001000000264,PEN,203.22,BCPLPEPLXXX,PAGO PROVEEDOR 00264,SHA
10000265,BENEFICIARIO 00265,001000000265,USD,203.95,BINPPEPLXXX,PAGO PROVEEDOR 00265,OUR
10000266,BENEFICIARIO 00266,001000000266,PEN,204.68,SCBLPEPLXXX,PAGO PROVEEDOR 00266,BEN
10000267,BENEFICIARIO 00267,001000000267,PEN,205.41,CITIPEPLXXX,PAGO PROVEEDOR 00267,SHA
10000268,BENEFICIARIO 00268,001000000268,PEN,206.14,BCPLPEPLXXX,PAGO PROVEEDOR 00268,OUR
10000269,BENEFICIARIO 00269,001000000269,PEN,206.87,BINPPEPLXXX,PAGO PROVEEDOR 00269,BEN
10000270,BENEFICIARIO 00270,001000000270,USD,207.60,SCBLPEPLXXX,PAGO PROVEEDOR 00270,SHA
10000271,BENEFICIARIO 00271,001000000271,PEN,208.33,CITIPEPLXXX,PAGO PROVEEDOR 00271,OUR
10000272,BENEFICIARIO 00272,001000000272,PEN,209.06,BCPLPEPLXXX,PAGO PROVEEDOR 00272,BEN
10000273,BENEFICIARIO 00273,001000000273,PEN,209.79,BINPPEPLXXX,PAGO PROVEEDOR 00273,SHA
10000274,BENEFICIARIO 00274,001000000274,PEN,210.52,SCBLPEPLXXX,PAGO PROVEEDOR 00274,OUR
10000275,BENEFICIARIO 00275,001000000275,USD,211.25,CITIPEPLXXX,PAGO PROVEEDOR 00275,BEN
10000276,BENEFICIARIO 00276,001000000276,PEN,211.98,BCPLPEPLXXX,PAGO PROVEEDOR 00276,SHA
10000277,BENEFICIARIO 00277,001000000277,PEN,212.71,BINPPEPLXXX,PAGO PROVEEDOR 00277,OUR
10000278,BENEFICIARIO 00278,001000000278,PEN,213.44,SCBLPEPLXXX,PAGO PROVEEDOR 00278,BEN
10000279,BENEFICIARIO 00279,001000000279,PEN,214.17,CITIPEPLXXX,PAGO PROVEEDOR 00279,SHA
10000280,BENEFICIARIO 00280,001000000280,USD,214.90,BCPLPEPLXXX,PAGO PROVEEDOR 00280,OUR
10000281,BENEFICIARIO 00281,001000000281,PEN,215.63,BINPPEPLXXX,PAGO PROVEEDOR 00281,BEN
10000282,BENEFICIARIO 00282,001000000282,PEN,216.36,SCBLPEPLXXX,PAGO PROVEEDOR 00282,SHA
10000283,BENEFICIARIO 00283,001000000283,PEN,217.09,CITIPEPLXXX,PAGO PROVEEDOR 00283,OUR
10000284,BENEFICIARIO 00284,001000000284,PEN,217.82,BCPLPEPLXXX,PAGO PROVEEDOR 00284,BEN
10000285,BENEFICIARIO 00285,001000000285,USD,218.55,BINPPEPLXXX,PAGO PROVEEDOR 00285,SHA
10000286,BENEFICIARIO 00286,001000000286,PEN,219.28,SCBLPEPLXXX,PAGO PROVEEDOR 00286,OUR
10000287,BENEFICIARIO 00287,001000000287,PEN,220.01,CITIPEPLXXX,PAGO PROVEEDOR 00287,BEN
10000288,BENEFICIARIO 00288,001000000288,PEN,220.74,BCPLPEPLXXX,PAGO PROVEEDOR 00288,SHA
10000289,BENEFICIARIO 00289,001000000289,PEN,221.47,BINPPEPLXXX,PAGO PROVEEDOR 00289,OUR
10000290,BENEFICIARIO 00290,001000000290,USD,222.20,SCBLPEPLXXX,PAGO PROVEEDOR 00290,BEN
10000291,BENEFICIARIO 00291,001000000291,PEN,222.93,CITIPEPLXXX,PAGO PROVEEDOR 00291,SHA
10000292,BENEFICIARIO 00292,001000000292,PEN,223.66,BCPLPEPLXXX,PAGO PROVEEDOR 00292,OUR
10000293,BENEFICIARIO 00293,001000000293,PEN,224.39,BINPPEPLXXX,PAGO PROVEEDOR 00293,BEN
10000294,BENEFICIARIO 00294,001000000294,PEN,225.12,SCBLPEPLXXX,PAGO PROVEEDOR 00294,SHA
10000295,BENEFICIARIO 00295,001000000295,USD,225.85,CITIPEPLXXX,PAGO PROVEEDOR 00295,OUR
10000296,BENEFICIARIO 00296,001000000296,PEN,226.58,BCPLPEPLXXX,PAGO PROVEEDOR 00296,BEN
10000297,BENEFICIARIO 00297,001000000297,PEN,227.31,BINPPEPLXXX,PAGO PROVEEDOR 00297,SHA
10000298,BENEFICIARIO 00298,001000000298,PEN,228.04,SCBLPEPLXXX,PAGO PROVEEDOR 00298,OUR
10000299,BENEFICIARIO 00299,001000000299,PEN,228.77,CITIPEPLXXX,PAGO PROVEEDOR 00299,BEN
10000300,BENEFICIARIO 00300,001000000300,USD,229.50,BCPLPEPLXXX,PAGO PROVEEDOR 00300,SHA
10000301,BENEFICIARIO 00301,001000000301,PEN,230.23,BINPPEPLXXX,PAGO PROVEEDOR 00301,OUR
10000302,BENEFICIARIO 00302,001000000302,PEN,230.96,SCBLPEPLXXX,PAGO PROVEEDOR 00302,BEN
10000303,BENEFICIARIO 00303,001000000303,PEN,231.69,CITIPEPLXXX,PAGO PROVEEDOR 00303,SHA
10000304,BENEFICIARIO 00304,001000000304,PEN,232.42,BCPLPEPLXXX,PAGO PROVEEDOR 00304,OUR
10000305,BENEFICIARIO 00305,001000000305,USD,233.15,BINPPEPLXXX,PAGO PROVEEDOR 00305,BEN
10000306,BENEFICIARIO 00306,001000000306,PEN,233.88,SCBLPEPLXXX,PAGO PROVEEDOR 00306,SHA
10000307,BENEFICIARIO 00307,001000000307,PEN,234.61,CITIPEPLXXX,PAGO PROVEEDOR 00307,OUR
10000308,BENEFICIARIO 00308,001000000308,PEN,235.34,BCPLPEPLXXX,PAGO PROVEEDOR 00308,BEN
10000309,BENEFICIARIO 00309,001000000309,PEN,236.07,BINPPEPLXXX,PAGO PROVEEDOR 00309,SHA
10000310,BENEFICIARIO 00310,001000000310,USD,236.80,SCBLPEPLXXX,PAGO PROVEEDOR 00310,OUR
10000311,BENEFICIARIO 00311,001000000311,PEN,237.53,CITIPEPLXXX,PAGO PROVEEDOR 00311,BEN
10000312,BENEFICIARIO 00312,001000000312,PEN,238.26,BCPLPEPLXXX,PAGO PROVEEDOR 00312,SHA
10000313,BENEFICIARIO 00313,001000000313,PEN,238.99,BINPPEPLXXX,PAGO PROVEEDOR 00313,OUR
10000314,BENEFICIARIO 00314,001000000314,PEN,239.72,SCBLPEPLXXX,PAGO PROVEEDOR 00314,BEN
10000315,BENEFICIARIO 00315,001000000315,USD,240.45,CITIPEPLXXX,PAGO PROVEEDOR 00315,SHA
10000316,BENEFICIARIO 00316,001000000316,PEN,241.18,BCPLPEPLXXX,PAGO PROVEEDOR 00316,OUR
10000317,BENEFICIARIO 00317,001000000317,PEN,241.91,BINPPEPLXXX,PAGO PROVEEDOR 00317,BEN
10000318,BENEFICIARIO 00318,001000000318,PEN,242.64,SCBLPEPLXXX,PAGO PROVEEDOR 00318,SHA
10000319,BENEFICIARIO 00319,001000000319,PEN,243.37,CITIPEPLXXX,PAGO PROVEEDOR 00319,OUR
10000320,BENEFICIARIO 00320,001000000320,USD,244.10,BCPLPEPLXXX,PAGO PROVEEDOR 00320,BEN
10000321,BENEFICIARIO 00321,001000000321,PEN,244.83,BINPPEPLXXX,PAGO PROVEEDOR 00321,SHA
10000322,BENEFICIARIO 00322,001000000322,PEN,245.56,SCBLPEPLXXX,PAGO PROVEEDOR 00322,OUR
10000323,BENEFICIARIO 00323,001000000323,PEN,246.29,CITIPEPLXXX,PAGO PROVEEDOR 00323,BEN
10000324,BENEFICIARIO 00324,001000000324,PEN,247.02,BCPLPEPLXXX,PAGO PROVEEDOR 00324,SHA
10000325,BENEFICIARIO 00325,001000000325,USD,247.75,BINPPEPLXXX,PAGO PROVEEDOR 00325,OUR
10000326,BENEFICIARIO 00326,001000000326,PEN,248.48,SCBLPEPLXXX,PAGO PROVEEDOR 00326,BEN
10000327,BENEFICIARIO 00327,001000000327,PEN,249.21,CITIPEPLXXX,PAGO PROVEEDOR 00327,SHA
10000328,BENEFICIARIO 00328,001000000328,PEN,249.94,BCPLPEPLXXX,PAGO PROVEEDOR 00328,OUR
10000329,BENEFICIARIO 00329,001000000329,PEN,250.67,BINPPEPLXXX,PAGO PROVEEDOR 00329,BEN
10000330,BENEFICIARIO 00330,001000000330,USD,251.40,SCBLPEPLXXX,PAGO PROVEEDOR 00330,SHA
10000331,BENEFICIARIO 00331,001000000331,PEN,252.13,CITIPEPLXXX,PAGO PROVEEDOR 00331,OUR
10000332,BENEFICIARIO 00332,001000000332,PEN,252.86,BCPLPEPLXXX,PAGO PROVEEDOR 00332,BEN
10000333,BENEFICIARIO 00333,001000000333,PEN,253.59,BINPPEPLXXX,PAGO PROVEEDOR 00333,SHA
10000334,BENEFICIARIO 00334,001000000334,PEN,254.32,SCBLPEPLXXX,PAGO PROVEEDOR 00334,OUR
10000335,BENEFICIARIO 00335,001000000335,USD,255.05,CITIPEPLXXX,PAGO PROVEEDOR 00335,BEN
10000336,BENEFICIARIO 00336,001000000336,PEN,255.78,BCPLPEPLXXX,PAGO PROVEEDOR 00336,SHA
10000337,BENEFICIARIO 00337,001000000337,PEN,256.51,BINPPEPLXXX,PAGO PROVEEDOR 00337,OUR
10000338,BENEFICIARIO 00338,001000000338,PEN,257.24,SCBLPEPLXXX,PAGO PROVEEDOR 00338,BEN
10000339,BENEFICIARIO 00339,001000000339,PEN,257.97,CITIPEPLXXX,PAGO PROVEEDOR 00339,SHA
10000340,BENEFICIARIO 00340,001000000340,USD,258.70,BCPLPEPLXXX,PAGO PROVEEDOR 00340,OUR
10000341,BENEFICIARIO 00341,001000000341,PEN,259.43,BINPPEPLXXX,PAGO PROVEEDOR 00341,BEN
10000342,BENEFICIARIO 00342,001000000342,PEN,260.16,SCBLPEPLXXX,PAGO PROVEEDOR 00342,SHA
10000343,BENEFICIARIO 00343,001000000343,PEN,260.89,CITIPEPLXXX,PAGO PROVEEDOR 00343,OUR
10000344,BENEFICIARIO 00344,001000000344,PEN,261.62,BCPLPEPLXXX,PAGO PROVEEDOR 00344,BEN
10000345,BENEFICIARIO 00345,001000000345,USD,262.35,BINPPEPLXXX,PAGO PROVEEDOR 00345,SHA
10000346,BENEFICIARIO 00346,001000000346,PEN,263.08,SCBLPEPLXXX,PAGO PROVEEDOR 00346,OUR
10000347,BENEFICIARIO 00347,001000000347,PEN,263.81,CITIPEPLXXX,PAGO PROVEEDOR 00347,BEN
10000348,BENEFICIARIO 00348,001000000348,PEN,264.54,BCPLPEPLXXX,PAGO PROVEEDOR 00348,SHA
10000349,BENEFICIARIO 00349,001000000349,PEN,265.27,BINPPEPLXXX,PAGO PROVEEDOR 00349,OUR
10000350,BENEFICIARIO 00350,001000000350,USD,266.00,SCBLPEPLXXX,PAGO PROVEEDOR 00350,BEN
10000351,BENEFICIARIO 00351,001000000351,PEN,266.73,CITIPEPLXXX,PAGO PROVEEDOR 00351,SHA
10000352,BENEFICIARIO 00352,001000000352,PEN,267.46,BCPLPEPLXXX,PAGO PROVEEDOR 00352,OUR
10000353,BENEFICIARIO 00353,001000000353,PEN,268.19,BINPPEPLXXX,PAGO PROVEEDOR 00353,BEN
10000354,BENEFICIARIO 00354,001000000354,PEN,268.92,SCBLPEPLXXX,PAGO PROVEEDOR 00354,SHA
10000355,BENEFICIARIO 00355,001000000355,USD,269.65,CITIPEPLXXX,PAGO PROVEEDOR 00355,OUR
10000356,BENEFICIARIO 00356,001000000356,PEN,270.38,BCPLPEPLXXX,PAGO PROVEEDOR 00356,BEN
10000357,BENEFICIARIO 00357,001000000357,PEN,271.11,BINPPEPLXXX,PAGO PROVEEDOR 00357,SHA
10000358,BENEFICIARIO 00358,001000000358,PEN,271.84,SCBLPEPLXXX,PAGO PROVEEDOR 00358,OUR
10000359,BENEFICIARIO 00359,001000000359,PEN,272.57,CITIPEPLXXX,PAGO PROVEEDOR 00359,BEN
10000360,BENEFICIARIO 00360,001000000360,USD,273.30,BCPLPEPLXXX,PAGO PROVEEDOR 00360,SHA
10000361,BENEFICIARIO 00361,001000000361,PEN,274.03,BINPPEPLXXX,PAGO PROVEEDOR 00361,OUR
10000362,BENEFICIARIO 00362,001000000362,PEN,274.76,SCBLPEPLXXX,PAGO PROVEEDOR 00362,BEN
10000363,BENEFICIARIO 00363,001000000363,PEN,275.49,CITIPEPLXXX,PAGO PROVEEDOR 00363,SHA
10000364,BENEFICIARIO 00364,001000000364,PEN,276.22,BCPLPEPLXXX,PAGO PROVEEDOR 00364,OUR
10000365,BENEFICIARIO 00365,001000000365,USD,276.95,BINPPEPLXXX,PAGO PROVEEDOR 00365,BEN
10000366,BENEFICIARIO 00366,001000000366,PEN,277.68,SCBLPEPLXXX,PAGO PROVEEDOR 00366,SHA
10000367,BENEFICIARIO 00367,001000000367,PEN,278.41,CITIPEPLXXX,PAGO PROVEEDOR 00367,OUR
10000368,BENEFICIARIO 00368,001000000368,PEN,279.14,BCPLPEPLXXX,PAGO PROVEEDOR 00368,BEN
10000369,BENEFICIARIO 00369,001000000369,PEN,279.87,BINPPEPLXXX,PAGO PROVEEDOR 00369,SHA
10000370,BENEFICIARIO 00370,001000000370,USD,280.60,SCBLPEPLXXX,PAGO PROVEEDOR 00370,OUR
10000371,BENEFICIARIO 00371,001000000371,PEN,281.33,CITIPEPLXXX,PAGO PROVEEDOR 00371,BEN
10000372,BENEFICIARIO 00372,001000000372,PEN,282.06,BCPLPEPLXXX,PAGO PROVEEDOR 00372,SHA
10000373,BENEFICIARIO 00373,001000000373,PEN,282.79,BINPPEPLXXX,PAGO PROVEEDOR 00373,OUR
10000374,BENEFICIARIO 00374,001000000374,PEN,283.52,SCBLPEPLXXX,PAGO PROVEEDOR 00374,BEN
10000375,BENEFICIARIO 00375,001000000375,USD,284.25,CITIPEPLXXX,PAGO PROVEEDOR 00375,SHA
10000376,BENEFICIARIO 00376,001000000376,PEN,284.98,BCPLPEPLXXX,PAGO PROVEEDOR 00376,OUR
10000377,BENEFICIARIO 00377,001000000377,PEN,285.71,BINPPEPLXXX,PAGO PROVEEDOR 00377,BEN
10000378,BENEFICIARIO 00378,001000000378,PEN,286.44,SCBLPEPLXXX,PAGO PROVEEDOR 00378,SHA
10000379,BENEFICIARIO 00379,001000000379,PEN,287.17,CITIPEPLXXX,PAGO PROVEEDOR 00379,OUR
10000380,BENEFICIARIO 00380,001000000380,USD,287.90,BCPLPEPLXXX,PAGO PROVEEDOR 00380,BEN
10000381,BENEFICIARIO 00381,001000000381,PEN,288.63,BINPPEPLXXX,PAGO PROVEEDOR 00381,SHA
10000382,BENEFICIARIO 00382,001000000382,PEN,289.36,SCBLPEPLXXX,PAGO PROVEEDOR 00382,OUR
10000383,BENEFICIARIO 00383,001000000383,PEN,290.09,CITIPEPLXXX,PAGO PROVEEDOR 00383,BEN
10000384,BENEFICIARIO 00384,001000000384,PEN,290.82,BCPLPEPLXXX,PAGO PROVEEDOR 00384,SHA
10000385,BENEFICIARIO 00385,001000000385,USD,291.55,BINPPEPLXXX,PAGO PROVEEDOR 00385,OUR
10000386,BENEFICIARIO 00386,001000000386,PEN,292.28,SCBLPEPLXXX,PAGO PROVEEDOR 00386,BEN
10000387,BENEFICIARIO 00387,001000000387,PEN,293.01,CITIPEPLXXX,PAGO PROVEEDOR 00387,SHA
10000388,BENEFICIARIO 00388,001000000388,PEN,293.74,BCPLPEPLXXX,PAGO PROVEEDOR 00388,OUR
10000389,BENEFICIARIO 00389,001000000389,PEN,294.47,BINPPEPLXXX,PAGO PROVEEDOR 00389,BEN
10000390,BENEFICIARIO 00390,001000000390,USD,295.20,SCBLPEPLXXX,PAGO PROVEEDOR 00390,SHA
10000391,BENEFICIARIO 00391,001000000391,PEN,295.93,CITIPEPLXXX,PAGO PROVEEDOR 00391,OUR
10000392,BENEFICIARIO 00392,001000000392,PEN,296.66,BCPLPEPLXXX,PAGO PROVEEDOR 00392,BEN
10000393,BENEFICIARIO 00393,001000000393,PEN,297.39,BINPPEPLXXX,PAGO PROVEEDOR 00393,SHA
10000394,BENEFICIARIO 00394,001000000394,PEN,298.12,SCBLPEPLXXX,PAGO PROVEEDOR 00394,OUR
10000395,BENEFICIARIO 00395,001000000395,USD,298.85,CITIPEPLXXX,PAGO PROVEEDOR 00395,BEN
10000396,BENEFICIARIO 00396,001000000396,PEN,299.58,BCPLPEPLXXX,PAGO PROVEEDOR 00396,SHA
10000397,BENEFICIARIO 00397,001000000397,PEN,300.31,BINPPEPLXXX,PAGO PROVEEDOR 00397,OUR
10000398,BENEFICIARIO 00398,001000000398,PEN,301.04,SCBLPEPLXXX,PAGO PROVEEDOR 00398,BEN
10000399,BENEFICIARIO 00399,001000000399,PEN,301.77,CITIPEPLXXX,PAGO PROVEEDOR 00399,SHA
10000400,BENEFICIARIO 00400,001000000400,USD,302.50,BCPLPEPLXXX,PAGO PROVEEDOR 00400,OUR
10000401,BENEFICIARIO 00401,001000000401,PEN,303.23,BINPPEPLXXX,PAGO PROVEEDOR 00401,BEN
10000402,BENEFICIARIO 00402,001000000402,PEN,303.96,SCBLPEPLXXX,PAGO PROVEEDOR 00402,SHA
10000403,BENEFICIARIO 00403,001000000403,PEN,304.69,CITIPEPLXXX,PAGO PROVEEDOR 00403,OUR
10000404,BENEFICIARIO 00404,001000000404,PEN,305.42,BCPLPEPLXXX,PAGO PROVEEDOR 00404,BEN
10000405,BENEFICIARIO 00405,001000000405,USD,306.15,BINPPEPLXXX,PAGO PROVEEDOR 00405,SHA
10000406,BENEFICIARIO 00406,001000000406,PEN,306.88,SCBLPEPLXXX,PAGO PROVEEDOR 00406,OUR
10000407,BENEFICIARIO 00407,001000000407,PEN,307.61,CITIPEPLXXX,PAGO PROVEEDOR 00407,BEN
10000408,BENEFICIARIO 00408,001000000408,PEN,308.34,BCPLPEPLXXX,PAGO PROVEEDOR 00408,SHA
10000409,BENEFICIARIO 00409,001000000409,PEN,309.07,BINPPEPLXXX,PAGO PROVEEDOR 00409,OUR
10000410,BENEFICIARIO 00410,001000000410,USD,309.80,SCBLPEPLXXX,PAGO PROVEEDOR 00410,BEN
10000411,BENEFICIARIO 00411,001000000411,PEN,310.53,CITIPEPLXXX,PAGO PROVEEDOR 00411,SHA
10000412,BENEFICIARIO 00412,001000000412,PEN,311.26,BCPLPEPLXXX,PAGO PROVEEDOR 00412,OUR
10000413,BENEFICIARIO 00413,001000000413,PEN,311.99,BINPPEPLXXX,PAGO PROVEEDOR 00413,BEN
10000414,BENEFICIARIO 00414,001000000414,PEN,312.72,SCBLPEPLXXX,PAGO PROVEEDOR 00414,SHA
10000415,BENEFICIARIO 00415,001000000415,USD,313.45,CITIPEPLXXX,PAGO PROVEEDOR 00415,OUR
10000416,BENEFICIARIO 00416,001000000416,PEN,314.18,BCPLPEPLXXX,PAGO PROVEEDOR 00416,BEN
10000417,BENEFICIARIO 00417,001000000417,PEN,314.91,BINPPEPLXXX,PAGO PROVEEDOR 00417,SHA
10000418,BENEFICIARIO 00418,001000000418,PEN,315.64,SCBLPEPLXXX,PAGO PROVEEDOR 00418,OUR
10000419,BENEFICIARIO 00419,001000000419,PEN,316.37,CITIPEPLXXX,PAGO PROVEEDOR 00419,BEN
10000420,BENEFICIARIO 00420,001000000420,USD,317.10,BCPLPEPLXXX,PAGO PROVEEDOR 00420,SHA
10000421,BENEFICIARIO 00421,001000000421,PEN,317.83,BINPPEPLXXX,PAGO PROVEEDOR 00421,OUR
10000422,BENEFICIARIO 00422,001000000422,PEN,318.56,SCBLPEPLXXX,PAGO PROVEEDOR 00422,BEN
10000423,BENEFICIARIO 00423,001000000423,PEN,319.29,CITIPEPLXXX,PAGO PROVEEDOR 00423,SHA
10000424,BENEFICIARIO 00424,001000000424,PEN,320.02,BCPLPEPLXXX,PAGO PROVEEDOR 00424,OUR
10000425,BENEFICIARIO 00425,001000000425,USD,320.75,BINPPEPLXXX,PAGO PROVEEDOR 00425,BEN
10000426,BENEFICIARIO 00426,001000000426,PEN,321.48,SCBLPEPLXXX,PAGO PROVEEDOR 00426,SHA
10000427,BENEFICIARIO 00427,001000000427,PEN,322.21,CITIPEPLXXX,PAGO PROVEEDOR 00427,OUR
10000428,BENEFICIARIO 00428,001000000428,PEN,322.94,BCPLPEPLXXX,PAGO PROVEEDOR 00428,BEN
10000429,BENEFICIARIO 00429,001000000429,PEN,323.67,BINPPEPLXXX,PAGO PROVEEDOR 00429,SHA
10000430,BENEFICIARIO 00430,001000000430,USD,324.40,SCBLPEPLXXX,PAGO PROVEEDOR 00430,OUR
10000431,BENEFICIARIO 00431,001000000431,PEN,325.13,CITIPEPLXXX,PAGO PROVEEDOR 00431,BEN
10000432,BENEFICIARIO 00432,001000000432,PEN,325.86,BCPLPEPLXXX,PAGO PROVEEDOR 00432,SHA
10000433,BENEFICIARIO 00433,001000000433,PEN,326.59,BINPPEPLXXX,PAGO PROVEEDOR 00433,OUR
10000434,BENEFICIARIO 00434,001000000434,PEN,327.32,SCBLPEPLXXX,PAGO PROVEEDOR 00434,BEN
10000435,BENEFICIARIO 00435,001000000435,USD,328.05,CITIPEPLXXX,PAGO PROVEEDOR 00435,SHA
10000436,BENEFICIARIO 00436,001000000436,PEN,328.78,BCPLPEPLXXX,PAGO PROVEEDOR 00436,OUR
10000437,BENEFICIARIO 00437,001000000437,PEN,329.51,BINPPEPLXXX,PAGO PROVEEDOR 00437,BEN
10000438,BENEFICIARIO 00438,001000000438,PEN,330.24,SCBLPEPLXXX,PAGO PROVEEDOR 00438,SHA
10000439,BENEFICIARIO 00439,001000000439,PEN,330.97,CITIPEPLXXX,PAGO PROVEEDOR 00439,OUR
10000440,BENEFICIARIO 00440,001000000440,USD,331.70,BCPLPEPLXXX,PAGO PROVEEDOR 00440,BEN
10000441,BENEFICIARIO 00441,001000000441,PEN,332.43,BINPPEPLXXX,PAGO PROVEEDOR 00441,SHA
10000442,BENEFICIARIO 00442,001000000442,PEN,333.16,SCBLPEPLXXX,PAGO PROVEEDOR 00442,OUR
10000443,BENEFICIARIO 00443,001000000443,PEN,333.89,CITIPEPLXXX,PAGO PROVEEDOR 00443,BEN
10000444,BENEFICIARIO 00444,001000000444,PEN,334.62,BCPLPEPLXXX,PAGO PROVEEDOR 00444,SHA
10000445,BENEFICIARIO 00445,001000000445,USD,335.35,BINPPEPLXXX,PAGO PROVEEDOR 00445,OUR
10000446,BENEFICIARIO 00446,001000000446,PEN,336.08,SCBLPEPLXXX,PAGO PROVEEDOR 00446,BEN
10000447,BENEFICIARIO 00447,001000000447,PEN,336.81,CITIPEPLXXX,PAGO PROVEEDOR 00447,SHA
10000448,BENEFICIARIO 00448,001000000448,PEN,337.54,BCPLPEPLXXX,PAGO PROVEEDOR 00448,OUR
10000449,BENEFICIARIO 00449,001000000449,PEN,338.27,BINPPEPLXXX,PAGO PROVEEDOR 00449,BEN
10000450,BENEFICIARIO 00450,001000000450,USD,339.00,SCBLPEPLXXX,PAGO PROVEEDOR 00450,SHA
10000451,BENEFICIARIO 00451,001000000451,PEN,339.73,CITIPEPLXXX,PAGO PROVEEDOR 00451,OUR
10000452,BENEFICIARIO 00452,001000000452,PEN,340.46,BCPLPEPLXXX,PAGO PROVEEDOR 00452,BEN
10000453,BENEFICIARIO 00453,001000000453,PEN,341.19,BINPPEPLXXX,PAGO PROVEEDOR 00453,SHA
10000454,BENEFICIARIO 00454,001000000454,PEN,341.92,SCBLPEPLXXX,PAGO PROVEEDOR 00454,OUR
